Ticker,Name,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Market Cap ($M),Forward P/E Ratio,Payout Ratio,Beta
PTGX,"Protagonist Therapeutics, Inc.",0.29146,0.286683,1.311185,2.011544,0.417799,1.5423,0.5145
PTI,"Proteostasis Therapeutics, Inc.",-0.272727,-0.111111,-0.214724,-0.412844,0.665582,-0.4966,-0.7756
PTLA,"Portola Pharmaceuticals, Inc.",0.005577,1.795349,-0.248123,-0.236017,-0.319109,-0.5739,-0.624
PTN,"Palatin Technologies, Inc.",-0.110742,-0.132413,-0.039434,-0.35557,-0.422265,-0.4487,-0.4456
PTSI,"P.A.M. Transportation Services, Inc.",0.239339,0.113124,-0.052326,-0.34675,-0.350147,-0.3355,-0.4646
PTVCA,Protective Insurance Corp.,0,-0.153248,0.011273,-0.031746,-0.016129,-0.2914,-0.2716
PTVCB,Protective Insurance Corp.,0.036284,-0.026585,0.017094,-0.11194,-0.114144,-0.4392,-0.4084
PUB,People's Utah Bancorp,-0.0323,0.314035,-0.251,-0.251,-0.252246,-0.4575,0.2064
PULM,"Pulmatrix, Inc.",-0.193798,-0.358025,-0.354037,-0.358025,0.209162,-0.6589,-0.9824
PUMP,ProPetro Holding Corp.,0.041812,0.056537,-0.306265,-0.45735,-0.38414,-0.6667,-0.6538
PVAC,Penn Virginia Corp.,-0.07971,-0.305537,-0.273247,-0.663465,-0.647345,-0.8796,-0.7514
PVBC,"Provident Bancorp, Inc. (Massachusetts)",0.017834,-0.100225,-0.26087,-0.358233,-0.327107,-0.4313,0.2296
PVH,PVH Corp.,0.28772,0.075617,-0.167231,-0.416706,-0.242107,-0.6821,-0.5856
PVTL,"Pivotal Software, Inc.",0,0,0.005362,0,-0.232344,-0.046408,-0.046408
PW,Power REIT,-0.210319,-0.221661,0.497386,1.230256,1.043833,4.2935,5.4355
PWOD,"Penns Woods Bancorp, Inc.",0.076389,-0.138889,-0.276667,-0.386312,-0.219051,-0.2765,-0.2968
PWR,"Quanta Services, Inc.",0.240067,0.255485,0.279821,0.253346,0.531826,0.1211,0.2549
PXD,Pioneer Natural Resources Co.,-0.011455,-0.049928,-0.203401,-0.354208,-0.207763,-0.4944,-0.3533
PXLW,"Pixelworks, Inc.",-0.338369,-0.417553,-0.493056,-0.431169,-0.31348,-0.1211,-0.4773
PYPL,"PayPal Holdings, Inc.",0.038818,0.325938,0.777884,0.850926,0.885312,1.044,3.5764
PYX,"Pyxus International, Inc.",0,0,0,0,0,0,0
PZG,Paramount Gold Nevada Corp.,-0.173913,-0.025641,0.317919,0.461538,0.28234,-0.1508,-0.2961
PZN,"Pzena Investment Management, Inc.",-0.009452,-0.001905,-0.196319,-0.389988,-0.329923,-0.5193,-0.5712
PZZA,"Papa John's International, Inc.",-0.059564,0.143195,0.561162,0.463217,0.908411,0.5908,0.0971
QADA,"QAD, Inc.",0.035931,-0.057849,-0.140584,-0.163661,0.033422,-0.2062,0.517
QADB,"QAD, Inc.",0.194957,0.032209,0.019079,-0.113949,0.143003,-0.2602,0.407
QCOM,"QUALCOMM, Inc.",0.049392,0.353208,0.42335,0.312775,0.510313,0.5625,0.3308
QCRH,"QCR Holdings, Inc.",0.00605,-0.073375,-0.228807,-0.307176,-0.139943,-0.4035,0.3203
QDEL,Quidel Corp.,-0.470291,0.008031,0.913722,1.114305,1.618377,2.0296,7.5978
QEP,"QEP Resources, Inc.",-0.176871,0.12037,-0.42654,-0.72809,-0.684896,-0.8978,-0.9362
QHC,Quorum Health Corp.,-0.6986,-0.6796,-0.7353,-0.6727,-0.6986,-0.9689,-0.9786
QLYS,"Qualys, Inc.",-0.17469,-0.077135,0.23082,0.21504,0.294159,0.176,1.184
QNST,"QuinStreet, Inc.",0.176566,0.251406,0.155875,-0.044283,0.271768,-0.198,0.6041
QRHC,Quest Resource Holding Corp.,0.444444,0.326531,-0.039409,-0.144737,-0.204082,-0.29,-0.8496
QRTEA,"Qurate Retail, Inc.",-0.082585,0.103076,0.802469,0.260173,-0.035849,-0.5692,-0.6887
QRVO,"Qorvo, Inc.",-0.074743,0.070899,0.186169,0.047258,0.678043,0.3504,0.2721
QTRX,Quanterix Corp.,-0.008788,0.240895,0.378424,0.414792,0.244673,0.7223,0.5054
QTS,"QTS Realty Trust, Inc.",-0.08005,0.065734,0.103879,0.263529,0.329124,0.6542,0.7109
QTWO,"Q2 Holdings, Inc.",-0.029668,0.145836,0.24042,0.14127,0.068264,0.4267,2.1372
QUAD,"Quad/Graphics, Inc.",0.014925,-0.014493,-0.227273,-0.317269,-0.623894,-0.8644,-0.8483
QUIK,QuickLogic Corp.,-0.265,-0.451493,-0.432432,-0.5,-0.436242,-0.7901,-0.8554
QUMU,Qumu Corp.,0.098947,1.394495,1.932584,1.007692,0.722772,0.1187,-0.6998
QUOT,"Quotient Technology, Inc.",-0.056193,0.113667,-0.010817,-0.157625,0.167376,-0.4435,-0.3843
R,"Ryder System, Inc.",0.109191,0.017363,0.098045,-0.255844,-0.179586,-0.4962,-0.6152
RAD,Rite Aid Corp.,-0.164083,-0.073729,-0.247674,-0.108815,0.914201,-0.695,-0.9276
RAIL,"FreightCar America, Inc.",0.096591,0.496124,0.176829,-0.102326,-0.545882,-0.9094,-0.9375
RAMP,"LiveRamp Holdings, Inc.",0.12154,0.149531,0.414807,0.414807,0.414807,0.1927,0.1927
RARE,"Ultragenyx Pharmaceutical, Inc.",-0.072235,0.117167,0.391979,0.811413,0.733023,-0.0757,-0.2911
RARX,"Ra Pharmaceuticals, Inc.",0,0,0,0,0,0,0
RAVE,"Rave Restaurant Group, Inc.",-0.210893,-0.590833,-0.646197,-0.742947,-0.817397,-0.3882,-0.9307
RAVN,"Raven Industries, Inc.",0.139766,0.1078,-0.135431,-0.27398,-0.153949,-0.4763,-0.0826
RBB,RBB Bancorp,0.015798,-0.04952,-0.268071,-0.387035,-0.300326,-0.6066,-0.4415
RBBN,"Ribbon Communications, Inc.",-0.093275,-0.052154,0.255255,0.375,-0.18677,-0.3788,-0.5055
RBC,Regal Beloit Corp.,0.071506,0.156177,0.222578,0.145629,0.429189,0.0112,0.0746
RBCAA,"Republic Bancorp, Inc. (Kentucky)",0.011382,-0.071919,-0.167113,-0.333619,-0.243677,-0.3375,0.1901
RBCN,"Rubicon Technology, Inc.",0.007488,0.104559,-0.042282,-0.064675,-0.069646,-0.0267,-0.7238
RBNC,"Reliant Bancorp, Inc.",-0.017687,-0.031522,-0.259107,-0.347492,-0.368053,-0.4446,0.1361
RC,Ready Capital Corp.,0.306832,0.276699,-0.306069,-0.318653,-0.28093,-0.4834,-0.4988
RCII,"Rent-A-Center, Inc.",-0.018325,0.121076,0.428571,0.053741,0.181568,0.7011,-0.1989
RCKT,"Rocket Pharmaceuticals, Inc.",-0.065514,0.277473,0.17543,-0.002574,1.090827,0.034,0.0052
RCKY,"Rocky Brands, Inc.",0.08848,0.155277,-0.024725,-0.137153,-0.125923,-0.3294,0.1071
RCL,Royal Caribbean Group,0.428862,0.216849,-0.115423,-0.478648,-0.329769,-0.5423,-0.4007
RCM,"R1 RCM, Inc.",-0.072541,0.205857,0.089494,0.103231,0.240035,0.2862,0.8672
RCMT,"RCM Technologies, Inc.",-0.037037,-0.178947,-0.309735,-0.469388,-0.535714,-0.7081,-0.7439
RCUS,"Arcus Biosciences, Inc.",-0.001429,-0.302496,0.164444,1.125761,1.809651,0.66,0.4218
RDFN,Redfin Corp.,0.149625,0.421824,0.601347,1.199306,1.928571,0.6924,0.7548
RDI,"Reading International, Inc.",-0.077778,0.029777,-0.48125,-0.624094,-0.661777,-0.7717,-0.722
RDN,Radian Group Inc.,0.072483,-0.067678,-0.31651,-0.359262,-0.288196,-0.1042,-0.2167
RDNT,"RadNet, Inc.",-0.082975,-0.140553,-0.326107,-0.260654,0.055163,0.0456,1.1045
RDUS,"Radius Health, Inc.",-0.006584,-0.014694,-0.41208,-0.38039,-0.56426,-0.533,-0.7888
RDVT,"Red Violet, Inc.",0.175227,-0.013191,-0.156548,0.050783,0.435424,0.9413,-0.6151
RE,Everest Re Group Ltd.,-0.005342,-0.005204,-0.198188,-0.223441,-0.123234,-0.1146,0.1058
RECN,"Resources Connection, Inc.",-0.1868,-0.368,-0.3857,-0.385,-0.3768,-0.3188,-0.4096
REED,"Reed's, Inc.",-0.311857,-0.154912,0.06985,0.070444,-0.461788,-0.6586,-0.8453
REFR,"Research Frontiers, Inc.",-0.241176,-0.479839,-0.227545,-0.156863,-0.402778,5.8861,-0.0539
REG,Regency Centers Corp.,0.00414,-0.172255,-0.335643,-0.33155,-0.379813,-0.2911,-0.2755
REGI,"Renewable Energy Group, Inc.",0.319735,0.280014,0.377365,0.357117,2.028,0.2593,0.8677
REGN,"Regeneron Pharmaceuticals, Inc.",-0.109542,-0.035319,0.170058,0.546538,1.015358,0.8497,0.1612
REI,"Ring Energy, Inc.",-0.419478,-0.419478,-0.505481,-0.748075,-0.526525,-0.9005,-0.8981
RELL,Richardson Electronics Ltd.,0.023041,0.037383,-0.017699,-0.226831,-0.269737,-0.5672,-0.5079
RELV,"Reliv' International, Inc.",-0.117796,-0.072626,-0.023529,-0.141009,-0.196126,-0.2314,-0.5571
REPH,"Recro Pharma, Inc.",-0.472,-0.505353,-0.79,-0.868226,-0.77843,0.0261,-0.5871
REPL,"Replimune Group, Inc.",0.078322,-0.016163,0.5724,0.582079,1.274336,0.4551,0.4551
RES,"RPC, Inc.",-0.015244,-0.117486,-0.105263,-0.362919,-0.340816,-0.781,-0.7918
RESI,Front Yard Residential Corp.,0.165888,0.239752,-0.199679,-0.203512,-0.094374,-0.2734,-0.5473
RESN,"Resonant, Inc.",-0.179931,0,0.427711,-0.081395,-0.261682,-0.5688,-0.2722
RETA,"Reata Pharmaceuticals, Inc.",-0.32283,-0.221879,-0.507236,-0.513562,0.261768,3.5503,11.4705
REV,"Revlon, Inc.",0.09887,-0.315141,-0.56243,-0.633882,-0.52877,-0.4541,-0.7353
REVG,"REV Group, Inc.",0.202363,0.116598,0.04359,-0.319967,-0.328937,-0.6273,-0.7564
REX,REX American Resources Corp.,0.009663,0.04092,0.00325,-0.177923,-0.069589,-0.1577,0.076
REXN,"Rexahn Pharmaceuticals, Inc.",-0.243137,-0.231076,0.102857,0.102857,0.102857,0.6457,0.6457
REXR,"Rexford Industrial Realty, Inc.",0.003561,0.172827,-0.040841,0.06019,0.080271,0.2801,1.6462
REZI,"Resideo Technologies, Inc.",0.059295,0.526559,0.327309,0.086278,-0.011958,-0.5752,-0.5752
RF,Regions Financial Corp.,0.07757,-0.108275,-0.20756,-0.325336,-0.201524,-0.3853,0.0483
RFIL,RF Industries Ltd.,-0.022472,-0.232804,-0.312796,-0.357459,-0.442308,-0.3568,0.0968
RFL,"Rafael Holdings, Inc.",0.339785,0.251004,-0.01735,0.109857,-0.094477,0.4435,1.7102
RFP,"Resolute Forest Products, Inc.",0.448598,0.995708,0.620209,0.094118,0.059226,-0.7885,-0.817
RGA,"Reinsurance Group of America, Inc.",0.115307,-0.028378,-0.267158,-0.426055,-0.385965,-0.4399,-0.2181
RGCO,"RGC Resources, Inc.",0.011402,-0.06918,-0.167246,-0.149805,-0.131302,-0.158,0.7411
RGEN,Repligen Corp.,-0.054746,0.214661,0.571307,0.577842,0.628729,1.4564,1.7799
RGLD,"Royal Gold, Inc.",-0.066276,0.061732,0.286784,0.106176,-0.033682,0.2914,0.8909
RGLS,"Regulus Therapeutics, Inc.",-0.350248,-0.423398,-0.31064,-0.520792,-0.223114,-0.901,-0.9936
RGNX,"REGENXBIO, Inc.",-0.130409,-0.205093,-0.276449,-0.247499,-0.1101,-0.5041,0.1596
RGR,"Sturm, Ruger & Co., Inc.",-0.180544,-0.004222,0.348846,0.450074,0.665855,0.2041,0.2399
RGS,Regis Corp.,-0.11375,-0.32023,-0.383478,-0.57494,-0.570303,-0.5039,-0.5009
RH,RH,0.088127,0.288354,0.684067,0.513191,1.284205,0.7112,1.616
RHE,"Regional Health Properties, Inc.",-0.148387,-0.108108,-0.057143,-0.045208,-0.329949,-0.4466,-0.9669
RHI,"Robert Half International, Inc.",0.027215,-0.047261,0.060582,-0.165176,0.006049,-0.2769,-0.1297
RHP,"Ryman Hospitality Properties, Inc.",0.203385,-0.034082,-0.405533,-0.544597,-0.511613,-0.5787,-0.3749
RIBT,RiceBran Technologies,-0.413636,-0.55297,-0.617373,-0.686458,-0.830899,-0.5191,-0.7396
RICK,"RCI Hospitality Holdings, Inc.",0.590333,0.215627,-0.05196,-0.018102,0.18617,-0.5257,0.1961
RIG,Transocean Ltd.,-0.457399,-0.271084,-0.619497,-0.825397,-0.742004,-0.8426,-0.8863
RIGL,"Rigel Pharmaceuticals, Inc.",-0.056911,0.227513,-0.004292,0.148515,0.333333,-0.3914,-0.4606
RILY,"B. Riley Financial, Inc.",-0.004071,0.210526,0.132576,0.074251,0.189655,-0.0776,1.1524
RIOT,"Riot Blockchain, Inc.",-0.070588,0.201521,1.712446,1.590164,0.504762,-0.6393,-0.5173
RJF,"Raymond James Financial, Inc.",0.072889,-0.03999,-0.046246,-0.16171,-0.024734,-0.2695,0.1162
RKDA,"Arcadia Biosciences, Inc.",-0.228836,-0.248711,-0.285539,-0.493924,-0.635169,-0.4925,-0.9696
RL,Ralph Lauren Corp.,0.112028,-0.126825,-0.329202,-0.375789,-0.174276,-0.4481,-0.4938
RLGT,"Radiant Logistics, Inc.",0.182432,0.229508,0.166667,-0.055755,0.11465,-0.0516,-0.498
RLGY,Realogy Holdings Corp.,0.186368,0.493298,0.239155,0.204324,1.486607,-0.6984,-0.8482
RLH,Red Lion Hotels Corp.,-0.057143,-0.128302,-0.108108,-0.363636,-0.601036,-0.8224,-0.7374
RLI,RLI Corp.,0.076292,0.164183,0.108609,0.04894,0.021396,0.1823,0.4962
RLJ,RLJ Lodging Trust,0.152745,-0.218447,-0.270393,-0.449886,-0.410256,-0.5904,-0.6993
RM,Regional Management Corp.,0.111838,-0.040062,-0.277821,-0.377415,-0.305978,-0.5247,-0.0884
RMAX,"RE/MAX Holdings, Inc.",0.064181,0.107154,0.134202,-0.071714,0.381746,-0.4358,-0.11
RMBS,"Rambus, Inc.",-0.081333,-0.132788,-0.026836,-0.010768,0.100639,0.1357,-0.0087
RMCF,"Rocky Mountain Chocolate Factory, Inc.",-0.018809,-0.331197,-0.594034,-0.654144,-0.659783,-0.5811,-0.6335
RMD,"ResMed, Inc.",-0.122849,0.106026,0.017389,0.139325,0.29043,0.7235,2.204
RMR,"The RMR Group, Inc.",0.076274,-0.050543,-0.203227,-0.319707,-0.347817,-0.6282,1.4247
RMTI,"Rockwell Medical, Inc.",-0.322222,-0.410628,-0.644315,-0.485232,-0.513944,-0.6255,-0.8682
RNDB,"Randolph Bancorp, Inc.",0.060362,0.164022,-0.217075,-0.337735,-0.2359,-0.412,-0.1944
RNET,"RigNet, Inc.",1.09205,4.062266,0.404494,-0.242424,-0.371069,-0.8406,-0.9437
RNG,"RingCentral, Inc.",-0.054649,0.101,0.20134,0.615105,0.978778,2.8584,12.8786
RNR,RenaissanceRe Holdings Ltd.,0.001384,-0.074432,-0.015186,-0.073057,-0.05173,0.3961,0.6333
RNST,Renasant Corp.,0.113897,0.015498,-0.109412,-0.265003,-0.183743,-0.512,-0.2944
RNWK,"RealNetworks, Inc.",-0.284884,-0.23125,0.217822,-0.02381,-0.163265,-0.6441,-0.7921
ROAD,"Construction Partners, Inc.",0.04136,-0.012094,0.037246,0.114615,0.179718,0.3108,0.4116
ROAN,"Roan Resources, Inc. (ROAN)",,,,,,,
ROCK,"Gibraltar Industries, Inc.",0.157124,0.251754,0.147345,0.230542,0.574237,0.1971,1.1599
ROG,Rogers Corp.,-0.047469,-0.039739,-0.070005,-0.113531,-0.13777,0.0782,0.6462
ROIC,Retail Opportunity Investments Corp.,0.06381,-0.039506,-0.26788,-0.321117,-0.343645,-0.4447,-0.3256
ROK,"Rockwell Automation, Inc.",0.037922,0.028406,0.190169,0.112673,0.527131,0.2387,0.6325
ROKA,SORRENTO TECH INC COM USD0.001 (ROKA),,,,,,,
ROKU,"Roku, Inc.",0.002764,0.62149,0.522671,0.21736,-0.0119,1.9362,4.2489
ROL,"Rollins, Inc.",0.019252,0.252987,0.360529,0.635573,0.623883,0.1824,1.2922
ROLL,"RBC Bearings, Inc.",0.056298,-0.08253,-0.246286,-0.187893,-0.167624,0.0333,0.7977
ROP,"Roper Technologies, Inc.",-0.007937,0.068939,0.171708,0.177452,0.165862,0.4167,1.1872
ROST,"Ross Stores, Inc.",0.061213,-0.052243,-0.143939,-0.19721,-0.114938,0.021,0.7224
RP,"RealPage, Inc.",-0.012168,-0.083618,-0.041628,0.130244,-0.030484,0.1971,2.2324
RPAI,"Retail Properties of America, Inc.",0.033898,-0.05226,-0.371134,-0.484639,-0.420553,-0.5073,-0.5579
RPD,"Rapid7, Inc.",0.076198,0.335179,0.333402,0.128423,0.216555,0.6915,0.9003
RPM,"RPM International, Inc.",0.023144,0.096074,0.216394,0.117136,0.258414,0.4153,0.4322
RPT,RPT Realty,0.00159,-0.215442,-0.533333,-0.566414,-0.496,-0.5042,-0.6066
RRC,Range Resources Corp.,-0.076823,0.095827,1.655431,0.60771,0.790404,-0.6633,-0.8889
RRD,R.R. Donnelley & Sons Co.,-0.016393,-0.04,-0.396985,-0.70516,-0.495798,-0.8331,-0.9571
RRGB,"Red Robin Gourmet Burgers, Inc.",0.380328,-0.258368,-0.483647,-0.617273,-0.612101,-0.7915,-0.8775
RRR,"Red Rock Resorts, Inc.",0.410131,0.146844,-0.100573,-0.294935,-0.168994,-0.6457,-0.3706
RRTS,"Roadrunner Transportation Systems, Inc.",-0.197674,0.314286,-0.648855,-0.68672,-0.693674,-0.9625,-0.9967
RS,Reliance Steel & Aluminum Co.,0.048006,0.058061,-0.016006,-0.102977,0.079197,0.0118,0.4168
RSG,"Republic Services, Inc.",0.079206,0.076347,-0.032001,0.040521,0.040521,0.1428,0.9786
RST,"Rosetta Stone, Inc.",0.113721,0.619848,0.667783,0.604189,0.613722,0.0177,0.8743
RTIX,"RTI Surgical Holdings, Inc.",0.032895,0.602041,-0.241546,0.167286,-0.230392,-0.3578,-0.5806
RTN,Raytheon Co.,0,0,0,0,0,0,0
RTRX,"Retrophin, Inc.",-0.051084,0.164661,0.163924,0.325883,0.477108,-0.3604,-0.4953
RTTR,"Ritter Pharmaceuticals, Inc.",0.4498,1.0598,1.2189,1.6199,-0.4517,-0.8651,-0.991
RTW,"RTW Retailwinds, Inc.",-0.05875,0.503995,-0.74315,-0.737448,-0.875193,-0.9495,-0.9032
RUBI,"The Rubicon Project, Inc.",0.01214,0.263258,-0.262168,-0.262168,0.007553,1.4407,-0.607
RUBY,"Rubius Therapeutics, Inc.",-0.04902,-0.238619,-0.407814,-0.453829,-0.451357,-0.7357,-0.7357
RUN,"SunRun, Inc.",0.174782,1.797375,1.459135,2.605922,2.336595,0.4662,0.831
RUSHA,"Rush Enterprises, Inc.",0.002077,0.094352,0.145537,0.048685,0.305465,-0.1538,0.4228
RUSHB,"Rush Enterprises, Inc.",0.044401,0.126579,0.027111,-0.059328,0.128063,-0.3149,0.2858
RUTH,"Ruth's Hospitality Group, Inc.",0.490463,0.086935,-0.413405,-0.504529,-0.431688,-0.7091,-0.4845
RVI,"Retail Value, Inc.",-0.013975,-0.102473,-0.541351,-0.648977,-0.658877,-0.613,-0.613
RVLT,"Revolution Lighting Technologies, Inc.",0,0.903114,0.222222,0.506849,-0.671642,-0.9059,-0.968
RVNC,"Revance Therapeutics, Inc.",0.152564,0.295082,0.155936,0.728125,1.628327,-0.1321,-0.2636
RVP,"Retractable Technologies, Inc.",-0.501343,-0.068562,2.276471,2.640523,5.94081,8.7627,0.9003
RVSB,"Riverview Bancorp, Inc.",-0.086957,-0.220779,-0.369369,-0.487805,-0.390421,-0.4292,0.1803
RWT,"Redwood Trust, Inc.",0.045124,0.081325,-0.596629,-0.566687,-0.563791,-0.6106,-0.6124
RXN,Rexnord Corp.,0.027555,-0.073585,-0.023533,-0.102923,0.130035,-0.055,0.0852
RYAM,"Rayonier Advanced Materials, Inc.",0.07047,-0.006231,0.533654,-0.2025,-0.083333,-0.8332,-0.8308
RYI,Ryerson Holding Corp.,-0.100164,-0.114701,-0.339759,-0.535986,-0.228169,-0.526,-0.4055
RYN,"Rayonier, Inc.",0.064808,0.196501,0.078079,-0.090037,0.094937,-0.3547,-0.0527
RYTM,"Rhythm Pharmaceuticals, Inc.",0.562667,0.54699,0.488065,0.279476,0.337289,-0.2422,-0.155
S,Sprint Corp.,0,0,0,0,0,0,0
SABR,Sabre Corp.,-0.071698,-0.181818,-0.436641,-0.675604,-0.683669,-0.6837,-0.6767
SACH,Sachem Capital Corp.,0.049231,0.118033,-0.190024,-0.205128,-0.292531,-0.2926,-0.4147
SAFE,Safehold Inc.,0.143911,-0.047311,-0.102159,0.45586,0.989255,2.1885,2.1784
SAFM,"Sanderson Farms, Inc.",0.052558,-0.026714,-0.035868,-0.305666,-0.221221,0.1528,0.4375
SAFT,"Safety Insurance Group, Inc.",-0.039174,-0.070747,-0.13744,-0.222785,-0.257287,-0.1589,0.1844
SAGE,"SAGE Therapeutics, Inc.",0.048403,0.48422,-0.01935,-0.286495,-0.679006,-0.7166,-0.4412
SAH,"Sonic Automotive, Inc.",0.044184,0.452431,0.50576,0.329625,0.524417,0.2431,0.1927
SAIA,"Saia, Inc.",0.081332,0.185152,0.539407,0.416142,0.512412,0.3303,1.6606
SAIC,Science Applications International Corp.,0.02831,-0.070407,-0.046101,-0.050023,-0.069991,-0.0865,0.3789
SAIL,"SailPoint Technologies Holdings, Inc.",0.235915,0.725201,0.591509,0.616157,0.691196,0.0705,0.9738
SAL,"Salisbury Bancorp, Inc.",-0.027056,-0.027317,-0.162941,-0.197348,-0.045466,-0.1151,0.2916
SALM,"Salem Media Group, Inc.",-0.426347,-0.069903,-0.279699,-0.348299,-0.361333,-0.7489,-0.8311
SAM,"Boston Beer Co., Inc.",-0.017268,0.54008,1.112335,1.191394,1.004214,0.7559,1.1639
SAMG,"Silvercrest Asset Management Group, Inc.",0.104972,-0.011532,0.005025,-0.055118,-0.065421,-0.3003,-0.141
SANM,Sanmina Corp.,-0.064861,-0.001784,0.033629,-0.192785,-0.026792,-0.1718,0.1102
SANW,S&W Seed Co.,-0.008511,0.044843,-0.215488,0.063927,-0.120755,-0.3062,-0.5639
SASR,"Sandy Spring Bancorp, Inc.",0.067371,-0.092984,-0.253005,-0.36478,-0.265232,-0.4251,-0.1683
SATS,EchoStar Corp.,-0.038957,-0.149325,-0.211068,-0.343439,-0.186668,-0.2571,-0.333
SAUC,"Patton Wings, Inc.",0,0,1.011995,-0.009524,0.382979,-0.206107,-0.74
SAVA,"Cassava Sciences, Inc.",-0.044164,0.139098,-0.49584,-0.579167,1.330769,-0.6249,-0.7581
SAVE,"Spirit Airlines, Inc.",0.074545,-0.156518,-0.326879,-0.563838,-0.509272,-0.5343,-0.7412
SBAC,SBA Communications Corp.,-0.011408,0.02056,0.011641,0.284255,0.139223,0.7707,1.3949
SBBX,SB One Bancorp,0.002166,0.058319,-0.223248,-0.256627,-0.179885,-0.4274,0.415
SBCF,Seacoast Banking Corp. of Florida,0.048615,-0.139794,-0.233766,-0.343372,-0.112389,-0.4001,0.2761
SBFG,"SB Financial Group, Inc.",0.10176,-0.07455,-0.217391,-0.242902,-0.103362,-0.1635,0.5059
SBGI,"Sinclair Broadcast Group, Inc.",-0.048905,-0.068855,-0.171938,-0.362672,-0.524563,-0.4371,-0.3558
SBH,"Sally Beauty Holdings, Inc.",-0.031276,-0.229208,-0.098775,-0.346837,-0.00423,-0.2857,-0.621
SBNY,"Signature Bank (New York, New York)",-0.023455,-0.111091,-0.238295,-0.281778,-0.135948,-0.2248,-0.3177
SBOW,"SilverBow Resources, Inc.",0.176316,0.114713,0.396875,-0.569779,-0.489726,-0.8699,-0.8461
SBPH,"Spring Bank Pharmaceuticals, Inc.",-0.059211,-0.14881,0.047619,-0.089172,-0.613514,-0.8641,-0.8559
SBRA,"Sabra Health Care REIT, Inc.",0.080801,0.004171,-0.235093,-0.253696,-0.295045,-0.3803,-0.5007
SBSI,"Southside Bancshares, Inc.",0.016893,-0.052686,-0.180284,-0.253639,-0.14537,-0.239,-0.0307
SBT,"Sterling Bancorp, Inc. (Michigan)",0,-0.192513,-0.575246,-0.628993,-0.672096,-0.7787,-0.7467
SBUX,Starbucks Corp.,0.151071,0.098298,0.085478,-0.032121,-0.100198,0.4536,0.3607
SC,"Santander Consumer USA Holdings, Inc.",-0.044469,-0.101479,-0.285483,-0.248934,-0.329528,-0.0336,-0.3167
SCHL,Scholastic Corp.,-0.075557,-0.308951,-0.334423,-0.414794,-0.377364,-0.3554,-0.3678
SCHN,"Schnitzer Steel Industries, Inc.",0.051832,0.17623,0.196546,-0.072912,-0.108696,-0.5104,-0.1179
SCHW,The Charles Schwab Corp.,0.042415,-0.150912,-0.047632,-0.266224,-0.08482,-0.3672,0.0096
SCI,Service Corp. International,0.032493,0.161554,-0.139883,-0.01645,-0.017726,0.0982,0.3016
SCL,Stepan Co.,0.040612,0.141263,0.233804,0.088929,0.191456,0.197,0.6643
SCON,"Superconductor Technologies, Inc.",-0.50699,-0.149313,0.00942,0.429451,-0.578836,-0.9566,-0.9971
SCOR,"comScore, Inc.",-0.253205,-0.350975,-0.334286,-0.521561,0.226316,-0.8554,-0.9436
SCPL,SciPlay Corp.,-0.219277,-0.072298,0.367089,0.044319,0.383138,-0.0466,-0.0466
SCS,"Steelcase, Inc.",-0.037003,-0.182889,-0.363303,-0.490206,-0.330977,-0.1419,-0.3919
SCSC,"ScanSource, Inc.",-0.126708,-0.185714,-0.246247,-0.426591,-0.237251,-0.441,-0.4312
SCVL,"Shoe Carnival, Inc.",0.477375,0.261399,0.210421,-0.028939,0.26448,-0.1475,-0.0229
SCWX,SecureWorks Corp.,0.042359,-0.036838,-0.074484,-0.295735,0.025327,-0.0453,-0.1871
SCX,The L.S. Starrett Co.,0.075672,-0.030986,-0.237251,-0.410959,-0.376416,-0.487,-0.7904
SCYX,"SCYNEXIS, Inc.",-0.270687,-0.407745,-0.468846,-0.42029,-0.514019,-0.5329,-0.9141
SD,"SandRidge Energy, Inc.",0.123457,0.197368,-0.19469,-0.567696,-0.619247,-0.9276,7.3333
SDPI,"Superior Drilling Products, Inc.",-0.415137,-0.526247,-0.456863,-0.566092,-0.566145,-0.6042,-0.758
SEAC,"SeaChange International, Inc.",-0.094595,-0.27957,-0.647368,-0.65285,-0.503704,-0.5325,-0.8026
SEAS,"SeaWorld Entertainment, Inc.",0.364286,0.076884,-0.155886,-0.361592,-0.270992,-0.3485,-0.2524
SEB,Seaboard Corp.,-0.001452,-0.101161,-0.241557,-0.359338,-0.363042,-0.2629,-0.1549
SEDG,"SolarEdge Technologies, Inc.",-0.003569,0.372542,0.440203,0.919752,1.357944,2.0179,2.7657
SEE,Sealed Air Corp.,0.089266,0.175532,0.271739,0.023411,0.004545,-0.2754,-0.395
SEEL,"Seelos Therapeutics, Inc.",-0.238182,-0.264912,-0.00887,-0.379259,-0.318699,-0.8971,-0.9976
SEIC,SEI Investments Co.,0.000576,-0.110333,-0.105444,-0.208359,-0.092192,-0.1684,0.0542
SELB,"Selecta Biosciences, Inc.",-0.133588,-0.401055,-0.417949,-0.013043,0.289773,-0.7551,-0.7857
SELF,"Global Self Storage, Inc.",0.060367,0.01,-0.053864,-0.081818,-0.095792,-0.0491,0.1057
SEM,Select Medical Holdings Corp.,0.056995,0.191589,-0.190155,-0.119931,0.258482,-0.2516,-0.1839
SENEA,Seneca Foods Corp.,0.116961,0.321387,0.199147,0.127601,0.641007,0.1228,0.076
