symbol,name,exchange,ipoDate,delistingDate,status
SHLL,SHELLS SEAFOOD RESTAURANTS INC,NYSE,2019-04-22,null,Active
SHLL-U,Tortoise Acquisition Corp Units each consisting of one share of Class A Common Stock and onehalf of one Warrant,NYSE,2019-02-28,null,Active
SHLL-WS,Tortoise Acquisition Corp Wt Exp 03042024,NYSE,2019-04-24,null,Active
SHLO,Shiloh Industries Inc,NASDAQ,1993-06-29,null,Active
SHLX,Shell Midstream Partners LP,NYSE,2014-10-29,null,Active
SHO,Sunstone Hotel Investors Inc,NYSE,2004-10-21,null,Active
SHO-P-E,Sunstone Hotel Investors Inc 6950 Series E Cumulative Redeemable Preferred Stock,NYSE,2016-03-14,null,Active
SHO-P-F,Sunstone Hotel Investors Inc 6450 Series F Cumulative Redeemable Preferred Stock,NYSE,2016-05-19,null,Active
SHOO,Steven Madden Ltd,NASDAQ,1993-12-13,null,Active
SHOP,Shopify Inc Class A,NYSE,2015-05-21,null,Active
SHSP,SharpSpring Inc,NASDAQ,2015-12-02,null,Active
SHW,SherwinWilliams Company,NYSE,1985-07-01,null,Active
SHYF,The Shyft Group Inc,NASDAQ,1990-03-26,null,Active
SI,Silvergate Capital Corp,NYSE,2019-11-07,null,Active
SIBN,SIBONE Inc,NASDAQ,2018-10-17,null,Active
SIC,Select Interior Concepts Inc Class A,NASDAQ,2018-08-16,null,Active
SID,Companhia Siderurgica Nacional,NYSE,1996-11-18,null,Active
SIEB,Siebert Financial Corp,NASDAQ,1980-03-18,null,Active
SIEN,Sientra Inc,NASDAQ,2014-10-29,null,Active
SIF,SIFCO Industries Inc,NYSE,1980-03-17,null,Active
SIFY,Sify Technologies Ltd,NASDAQ,1999-10-19,null,Active
SIG,Signet Jewelers Ltd,NYSE,1994-10-31,null,Active
SIGA,SIGA Technologies Inc,NASDAQ,1997-09-10,null,Active
SIGI,Selective Insurance Group,NASDAQ,1990-03-26,null,Active
SII,SMITH INTERNATIONAL INC,NYSE,2020-06-29,null,Active
SILC,Silicom Ltd,NASDAQ,1994-02-18,null,Active
SILK,Silk Road Medical Inc,NASDAQ,2019-04-04,null,Active
SILV,SilverCrest Metals Inc,NYSE,2015-10-26,null,Active
SIMO,Silicon Motion Technology Corp,NASDAQ,2005-06-30,null,Active
SINA,SINA Corp,NASDAQ,2000-04-13,null,Active
SINO,SinoGlobal Shipping America Ltd,NASDAQ,2008-05-21,null,Active
SINT,Amedica Corp,NASDAQ,2014-02-13,null,Active
SIRI,Sirius XM Holdings Inc,NASDAQ,1994-09-13,null,Active
SITC,SITE Centers Corp,NYSE,2001-01-02,null,Active
SITC-P-A,SITE Centers Corp 6375 Class A Preferred Shares,NYSE,2017-06-06,null,Active
SITC-P-K,SITE Centers Corp DEPOSITARY SH REPSTG 120TH PDF CL K United States,NYSE,2013-03-27,null,Active
SITE,SiteOne Landscape Supply Inc,NYSE,2016-05-12,null,Active
SITM,SiTime Corp,NASDAQ,2019-11-20,null,Active
SIVB,SVB Financial Group,NASDAQ,1990-03-26,null,Active
SIVBP,SVB Financial Group 5.25 PRF PERPETUAL USD 25 140th Int Ser A,NASDAQ,2019-12-03,null,Active
SIX,Six Flags Entertainment Corp,NYSE,2010-05-11,null,Active
SIXA,6 Meridian Mega Cap Equity ETF,NYSE ARCA,2020-05-11,null,Active
SIXH,6 Meridian Hedged EquityIndex Option Strategy ETF,NYSE ARCA,2020-05-11,null,Active
SIXL,6 Meridian Low Beta Equity Strategy ETF,NYSE ARCA,2020-05-11,null,Active
SIXS,6 Meridian Small Cap Equity ETF,NYSE ARCA,2020-05-11,null,Active
SJ,Scienjoy Holding Corp,NASDAQ,2019-03-07,null,Active
SJI,South Jersey Industries Inc,NYSE,1987-12-30,null,Active
SJIJ,South Jersey Industries Inc. 5.625 NT REDEEM 16092079 USD 25,NYSE,2019-09-18,null,Active
SJIU,South Jersey Industries Inc Corporate Units,NYSE,2018-04-19,null,Active
SJM,J.M. Smucker Company,NYSE,1994-10-31,null,Active
SJR,Shaw Communications Inc USA,NYSE,1998-07-01,null,Active
SJT,San Juan Basin Royalty Trust,NYSE,1987-10-29,null,Active
SJW,SJW Group,NYSE,1972-06-01,null,Active
SKM,SK Telecom Company Ltd,NYSE,1996-06-27,null,Active
SKT,Tanger Factory Outlet Centers Inc,NYSE,1993-05-28,null,Active
SKX,Skechers USA Inc,NYSE,1999-06-09,null,Active
SKY,Skyline Corp,NYSE,1981-12-31,null,Active
SKYL,SKYLINE MULTIMEDIA ENTERTAINMENT INC,NASDAQ,2018-01-18,null,Active
SKYS,Sky Solar Holdings Ltd,NASDAQ,2014-11-13,null,Active
SKYW,SkyWest Inc,NASDAQ,1990-03-26,null,Active
SLAB,Silicon Laboratories,NASDAQ,2000-03-24,null,Active
SLB,Schlumberger Ltd,NYSE,1981-12-31,null,Active
SLCA,US Silica Holdings Inc,NYSE,2012-02-01,null,Active
SLCT,Select Bancorp Inc,NASDAQ,2003-12-16,null,Active
SLDB,Solid Biosciences Inc,NASDAQ,2018-01-26,null,Active
SLF,Sun Life Financial Inc,NYSE,2000-03-23,null,Active
SLG,SL Green Realty Corp,NYSE,1997-08-15,null,Active
SLG-P-I,SL Green Realty Corporation Preferred Series I,NYSE,2002-07-01,null,Active
SLGG,Super League Gaming Inc,NASDAQ,2019-02-26,null,Active
SLGL,SolGel Technologies Ltd,NASDAQ,2018-02-01,null,Active
SLGN,Silgan Holdings Inc,NASDAQ,1997-02-14,null,Active
SLM,SLM Corp,NASDAQ,1988-01-05,null,Active
SLMBP,SLM Corporation Floating Rate NonCumulative Preferred Stock Series B,NASDAQ,2005-07-11,null,Active
SLNO,Soleno Therapeutics Inc,NASDAQ,2014-11-13,null,Active
SLP,Simulations Plus Inc,NASDAQ,1997-06-19,null,Active
SLQT,SelectQuote Inc,NYSE,2020-05-21,null,Active
SLRC,Solar Capital Ltd,NASDAQ,2010-02-09,null,Active
SLRX,Flex Pharma Inc,NASDAQ,2015-01-29,null,Active
SLS,SELLAS Life Sciences Group Inc,NASDAQ,2017-12-29,null,Active
SM,SM Energy Company,NYSE,1992-12-21,null,Active
SMAR,Smartsheet Inc. Class A,NYSE,2018-04-27,null,Active
SMBC,Southern Missouri Bancorp Inc,NASDAQ,1994-04-12,null,Active
SMBK,SmartFinancial Inc,NASDAQ,2001-01-02,null,Active
SMCI,Super Micro Computer Inc,NASDAQ,2007-03-29,null,Active
SMDY,,NYSE ARCA,2020-01-17,null,Active
SMED,Sharps Compliance Corp,NASDAQ,1999-05-24,null,Active
SMFG,Sumitomo Mitsui Financial Group Inc,NYSE,2006-01-27,null,Active
SMG,Scotts MiracleGro Company,NYSE,1992-01-31,null,Active
SMHI,,NYSE,2017-06-02,null,Active
SMIT,Schmitt Industries Inc,NASDAQ,1995-01-31,null,Active
SMLP,Summit Midstream Partners LP,NYSE,2012-09-28,null,Active
SMMC,Summa Metals Corp,NASDAQ,2019-08-06,null,Active
SMMCU,South Mountain Merger Corp Units 1 Ord Share Class A 12 War,NASDAQ,2019-06-20,null,Active
SMMCW,South Mountain Merger Corp Warrants 20062024,NASDAQ,2019-07-29,null,Active
SMMF,Summit Financial Group Inc,NASDAQ,2000-01-07,null,Active
SMMT,Stratcomm Media Ltd,NASDAQ,2015-03-05,null,Active
SMP,Standard Motor Products Inc,NYSE,1987-12-30,null,Active
SMPL,Simplicity Bancorp Inc,NASDAQ,2017-07-10,null,Active
SMSI,Smith Micro Software Inc,NASDAQ,1995-09-19,null,Active
SMTA,Spirit MTA REIT of Beneficial Interest,NYSE,2018-06-01,null,Active
SMTC,Semtech Corp,NASDAQ,1992-03-17,null,Active
SMTS,SOMANETICS CORP,NYSE,2017-07-11,null,Active
SMTX,SMTC Corporation USA,NASDAQ,2000-07-21,null,Active
SNA,Snapon Inc,NYSE,1985-07-01,null,Active
SNAP,Snap Inc,NYSE,2017-03-02,null,Active
SNBP,Sun BioPharma Inc,NASDAQ,2017-01-03,null,Active
SNBR,Sleep Number Corp,NASDAQ,1998-12-04,null,Active
SNCA,Seneca Biopharma Inc,NASDAQ,2006-12-20,null,Active
SNCR,Synchronoss Technologies Inc,NASDAQ,2006-06-15,null,Active
SND,Smart Sand Inc,NASDAQ,2016-11-04,null,Active
SNDE,Sundance Energy Australia Ltd,NASDAQ,2016-09-02,null,Active
SNDL,Sundial Growers Inc,NASDAQ,2019-08-01,null,Active
SNDR,Schneider National Inc,NYSE,2017-04-06,null,Active
SNDX,Syndax Pharmaceuticals Inc,NASDAQ,2016-03-03,null,Active
SNE,Sony Corporation ADR,NYSE,1974-07-26,null,Active
SNES,SenesTech Inc,NASDAQ,2016-12-08,null,Active
SNEX,StoneX Group Inc Com,NASDAQ,1996-11-15,null,Active
SNFCA,Security National Financial Corp Class A,NASDAQ,2001-01-02,null,Active
SNGX,Soligenix Inc,NASDAQ,2012-03-08,null,Active
SNGXW,Soligenix Inc Warrant,NASDAQ,2016-12-13,null,Active
SNMP,,NYSE MKT,2006-11-15,null,Active
SNN,Smith Nephew plc,NYSE,1999-11-16,null,Active
SNOA,Sonoma Pharmaceuticals Inc,NASDAQ,2007-01-25,null,Active
SNOAW,Sonoma Pharmaceuticals Inc Warrants,NASDAQ,2016-01-04,null,Active
SNP,China Petroleum Chemical Corp,NYSE,2000-10-18,null,Active
SNPS,Synopsys Inc,NASDAQ,1992-02-26,null,Active
SNR,New Senior Investment Group Inc,NYSE,2014-10-27,null,Active
SNSS,Sunesis Pharmaceuticals Inc,NASDAQ,2005-09-27,null,Active
SNV,Synovus Financial Corp,NYSE,1990-01-12,null,Active
SNV-P-D,Synovus Financial Corp FixedtoFloating Rate NonCumulative Perpetual Preferred Stock Series D Liquation Preference 2500 per Share,NYSE,2018-06-12,null,Active
SNX,SYNNEX Corp,NYSE,2003-11-25,null,Active
SNY,Sanofi,NASDAQ,2002-07-01,null,Active
SO,The Southern Company,NYSE,1981-12-31,null,Active
SOAC,Sustainable Opportunities Acquisition Corp. Class A,NYSE,2020-06-26,null,Active
SOAC-U,Sustainable Opportunities Acquisition Corp Unit 1 Cl A & 12 Wt,NYSE,2020-05-06,null,Active
SOAC-WS,Sustainable Opportunities Acquisition Corp. Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of 11.50,NYSE,2020-06-26,null,Active
SOGO,Sogou Inc ADR,NYSE,2017-11-09,null,Active
SOHO,Sotherly Hotels Inc,NASDAQ,2004-12-17,null,Active
SOHOB,Sotherly Hotels Inc 80 Series B Cumulative Redeemable Perpetual Preferred Stock,NASDAQ,2016-08-29,null,Active
SOHON,Sotherly Hotels Inc Perp Pfd Ser D,NASDAQ,2019-04-12,null,Active
SOHOO,Sotherly Hotels Inc 7875 Series C Cumulative Redeemable Perpetual Preferred Stock,NASDAQ,2017-10-05,null,Active
SOHU,Sohucom Inc,NASDAQ,2000-07-12,null,Active
SOI,Solaris Oilfield Infrastructure Inc Class A,NYSE,2017-05-12,null,Active
SOJA,Southern Company The 625 Jr Sub Note Ser 2015A 10152075,NYSE,2015-10-09,null,Active
SOJB,Southern Company The Series 2016A 525 Junior Subordinated Notes due October 1 2076,NYSE,2016-09-20,null,Active
SOJC,Southern Company The Series 2017B 525 Junior Subordinated Notes due December 1 2077,NYSE,2017-11-28,null,Active
SOJD,,NYSE,2020-01-14,null,Active
SOL,ReneSola Ltd,NYSE,2008-01-29,null,Active
SOLN,Southern Company Unit Series A 2019,NYSE,2019-08-14,null,Active
SOLO,Electrameccanica Vehicles Corp Ltd,NASDAQ,2018-08-07,null,Active
SOLOW,Electrameccanica Vehicles Corp Ltd Warrants,NASDAQ,2018-08-09,null,Active
SOLY,Soliton Inc,NASDAQ,2019-02-19,null,Active
SON,Sonoco Products Company,NYSE,1985-06-11,null,Active
SONA,Southern National Banc of Virginia Inc,NASDAQ,2006-11-01,null,Active
SONM,Sonim Technologies Inc,NASDAQ,2019-05-10,null,Active
SONN,Sonnet BioTherapeutics Holdings Inc,NASDAQ,2006-10-31,null,Active
SONO,Sonos Inc,NASDAQ,2018-08-02,null,Active
SOS,SOS Ltd ADR Sponsored,NYSE,2017-04-28,null,Active
SP,SP Plus Corp,NASDAQ,2004-06-02,null,Active
SPAQ,Spartan Energy Acquisition Corp Class A,NYSE,2018-10-02,null,Active
SPAQ-WS,Spartan Energy Acquisition Corp,NYSE,2018-10-01,null,Active
SPAQU,Spartan Energy Acquisition Corp,NYSE,2018-08-10,null,Active
SPB,Spectrum Brands Holdings Inc,NYSE,2009-09-02,null,Active
SPCB,Supercom Ltd,NASDAQ,2005-02-17,null,Active
SPCE,Virgin Galactic Holdings Inc,NYSE,2017-09-29,null,Active
SPCE-WS,,NYSE,2019-10-28,null,Active
SPE-P-B,Special Opportunities Fund Inc 350 Convertible Preferred Stock Series B,NYSE,2016-08-31,null,Active
SPFI,South Plains Financial Inc,NASDAQ,2019-05-09,null,Active
SPG,Simon Property Group Inc,NYSE,1993-12-14,null,Active
SPG-P-J,Simon Property Group Inc Group 8 38 Series J Cumulative Redeemable Preferred Stock,NYSE,2002-07-01,null,Active
SPGI,SP Global Inc,NYSE,2001-01-02,null,Active
SPH,Suburban Propane Partners LP,NYSE,1996-02-29,null,Active
SPI,SPI Energy Company Ltd ADS Sponsored,NASDAQ,2016-01-08,null,Active
SPKE,Spark Energy Inc,NASDAQ,2014-07-29,null,Active
SPKEP,Spark Energy Inc 875 Series A FixedtoFloating Rate Cumulative Redeemable Perpetual Preferred Stock,NASDAQ,2017-03-10,null,Active
SPLK,Splunk Inc,NASDAQ,2012-04-19,null,Active
SPLP,Steel Partners Holdings LP,NYSE,2012-04-10,null,Active
SPLP-P-A,Steel Partners Holdings LP 60 Series A Preferred Units no par value,NYSE,2017-02-15,null,Active
SPN,Superior Energy Services Inc,NYSE,1992-07-07,null,Active
SPNE,SeaSpine Holdings Corp,NASDAQ,2015-06-17,null,Active
SPNS,Sapiens International Corporation NV,NASDAQ,1998-03-05,null,Active
SPOK,Spok Holdings Inc,NASDAQ,2004-11-17,null,Active
SPOT,Spotify Inc,NYSE,2018-04-03,null,Active
SPPI,Spectrum Pharmaceuticals Inc,NASDAQ,1996-09-27,null,Active
SPQQ,Siren Large Cap Blend Index ETF,NASDAQ,2020-07-01,null,Active
SPR,Spirit AeroSystems Holdings Inc,NYSE,2006-11-28,null,Active
SPRO,SmartPros Ltd,NASDAQ,2004-11-22,null,Active
SPRT,Support.com Inc,NASDAQ,2000-07-19,null,Active
SPSC,SPS Commerce Inc,NASDAQ,2010-04-22,null,Active
SPT,Sprout Social Inc Class A,NASDAQ,2019-12-13,null,Active
SPTN,SpartanNash Company,NASDAQ,2000-08-02,null,Active
SPWH,Sportsmans Warehouse Holdings Inc,NASDAQ,2014-04-17,null,Active
SPWR,Sunpower Corp,NASDAQ,2005-11-17,null,Active
SPXC,SPX Corp,NYSE,1985-07-01,null,Active
SQ,Square,NYSE,2015-11-19,null,Active
SQBG,Sequential Brands Group Inc,NASDAQ,2003-08-14,null,Active
SQEW,LeaderShares Equity Skew,NYSE ARCA,2020-05-12,null,Active
SQM,Chemical Mining Company of Chile Inc,NYSE,1993-09-21,null,Active
SQNS,Sequans Communications SA ADR,NYSE,2011-04-19,null,Active
SR,Standard Register Company,NYSE,1987-11-05,null,Active
SR-P-A,Spire Inc Depositary Shares Series A,NYSE,2019-05-15,null,Active
SRAC,,NASDAQ,2020-01-02,null,Active
SRACU,Stable Road Acquisition Corp Unit 1 Cl A & 12 Wt Exp 05152026,NASDAQ,2019-11-08,null,Active
SRACW,Stable Road Acquisition Corp Warrants 15052026,NASDAQ,2019-12-30,null,Active
SRAX,Social Reality Inc,NASDAQ,2012-12-03,null,Active
SRC,Spirit Realty Capital Inc,NYSE,2012-09-20,null,Active
SRC-P-A,Spirit Realty Capital Inc 6000 Series A Cumulative Redeemable Preferred Stock,NYSE,2017-09-27,null,Active
SRCE,1st Source Corp,NASDAQ,1996-09-03,null,Active
SRCL,Stericycle Inc,NASDAQ,1996-08-23,null,Active
SRDX,SurModics Inc,NASDAQ,1998-03-04,null,Active
SRE,Sempra Energy,NYSE,1998-06-29,null,Active
SRE-P-A,Sempra Energy 6 Mandatory Convertible Preferred Stock Series A,NYSE,2018-01-05,null,Active
SRE-P-B,Sempra Energy 675 Mandatory Convertible Preferred Stock Series B,NYSE,2018-07-11,null,Active
SREA,Sempra Energy 5.750 Junior Subordinated Notes due 2079,NYSE,2019-06-27,null,Active
SREV,Servicesource International Inc,NASDAQ,2011-03-25,null,Active
SRG,Seritage Growth Properties,NYSE,2015-07-06,null,Active
SRG-P-A,Seritage Growth Properties 700 Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,NYSE,2017-12-11,null,Active
SRGA,Surgalign Holdings Inc Com,NASDAQ,2000-08-10,null,Active
SRI,Stoneridge Inc,NYSE,1997-10-10,null,Active
SRL,Scully Royalty Ltd,NYSE,2001-01-02,null,Active
SRLP,Sprague Resources LP,NYSE,2013-10-25,null,Active
SRNE,Sorrento Therapeutics Inc,NASDAQ,2007-03-19,null,Active
SRPT,Sarepta Therapeutics Inc,NASDAQ,1997-06-04,null,Active
SRRA,ProNAi Therapeutics Inc,NASDAQ,2015-07-16,null,Active
SRRK,Scholar Rock Holding Corp,NASDAQ,2018-05-24,null,Active
SRT,Startek Inc,NYSE,1997-06-19,null,Active
SRTS,Sensus Healthcare Inc,NASDAQ,2016-07-26,null,Active
SSB,South State Corp,NASDAQ,1997-01-28,null,Active
SSBI,Summit State Bank,NASDAQ,2006-07-14,null,Active
SSD,Simpson Manufacturing Company. Inc,NYSE,1994-05-26,null,Active
SSKN,Strata Skin Sciences Inc,NASDAQ,2005-10-28,null,Active
SSL,Sasol Ltd,NYSE,1982-04-26,null,Active
SSLY,Syntax Stratified SmallCap,NYSE ARCA,2020-05-29,null,Active
SSNC,SS&C Technologies Holdings Inc,NASDAQ,2010-03-31,null,Active
SSNT,SILVERSUN TECH,NASDAQ,2012-03-15,null,Active
SSP,The EW Scripps Company,NASDAQ,1990-03-26,null,Active
SSPK,,NASDAQ,2019-10-01,null,Active
SSPKU,Silver Spike Acquisition Corp Units 1 Ord Share Class A & 12 War,NASDAQ,2019-08-08,null,Active
SSPKW,Silver Spike Acquisition Corp Wt,NASDAQ,2019-10-01,null,Active
SSRM,SSR Mining Inc,NASDAQ,1996-08-01,null,Active
SSSS,GSV Capital Corp,NASDAQ,2011-04-28,null,Active
SSTI,Shotspotter Inc,NASDAQ,2017-06-07,null,Active
SSTK,Shutterstock Inc,NYSE,2012-10-11,null,Active
SSWA,Seaspan Corporation 7125 Notes due 2027,NYSE,2017-10-24,null,Active
SSY,SunLink Health Systems Inc,NYSE,1990-03-26,null,Active
SSYS,Stratasys Ltd,NASDAQ,1994-10-21,null,Active
ST,Sensata Technologies Holding NV,NYSE,2010-03-11,null,Active
STAA,STAAR Surgical Company,NASDAQ,1992-03-02,null,Active
STAF,Staffing 360 Solutions Inc,NASDAQ,2013-02-15,null,Active
STAG,Stag Industrial Inc,NYSE,2011-04-15,null,Active
STAG-P-C,Stag Industrial Inc 6875 Series C Cumulative Redeemable Preferred Stock,NYSE,2016-03-15,null,Active
STAR,iStar Financial Inc,NYSE,1989-11-16,null,Active
STAR-P-D,iStar Inc Series D Cumulative Redeemable Preferred Stock,NYSE,2014-09-22,null,Active
STAR-P-G,iStar Inc Series G Cumulative Redeemable Preferred Stock,NYSE,2014-09-22,null,Active
STAR-P-I,iStar Inc Series I Cumulative Redeemable Preferred Stock,NYSE,2014-09-22,null,Active
STAY,Extended Stay America Inc,NASDAQ,2013-11-13,null,Active
STBA,S T Bancorp Inc,NASDAQ,1992-04-21,null,Active
STC,Stewart Information Services Corp,NYSE,1990-03-28,null,Active
STCN,Steel Connect Inc,NASDAQ,2018-02-26,null,Active
STE,STERIS Corp,NYSE,1992-06-01,null,Active
STFC,State Auto Financial,NASDAQ,1991-06-28,null,Active
STG,Sunlands Online Education Group American Depositary Shares representing Class A,NYSE,2018-03-23,null,Active
STIM,Neuronetics Inc,NASDAQ,2018-06-28,null,Active
STKL,Sunopta Inc,NASDAQ,1990-03-26,null,Active
STKS,The ONE Group Hospitality Inc,NASDAQ,2014-06-27,null,Active
STL,Sterling Bancorp,NYSE,1999-01-08,null,Active
STL-P-A,Sterling Bancorp Depositary Shares Series A,NYSE,2017-10-03,null,Active
STLD,Steel Dynamics Inc,NASDAQ,1996-11-22,null,Active
STM,STMicroelectronics NV,NYSE,1994-12-08,null,Active
STMP,Stampscom Inc,NASDAQ,1999-06-25,null,Active
STN,Stantec Inc,NYSE,2005-08-05,null,Active
STND,Standard Financial Corp,NASDAQ,2010-10-07,null,Active
STNE,StoneCo Ltd Class A,NASDAQ,2018-10-25,null,Active
STNG,Scorpio Tankers Inc,NYSE,2010-03-31,null,Active
STOK,Stoke Therapeutics Inc,NASDAQ,2019-06-19,null,Active
STON,StoneMor Inc,NYSE,2004-09-15,null,Active
STOR,STORE Capital Corp,NYSE,2014-11-18,null,Active
STPKU,Star Peak Energy Transition Corp,NYSE,2020-08-18,null,Active
STRA,Strayer Education Inc,NASDAQ,1996-07-26,null,Active
STRL,Sterling Construction Company Inc,NASDAQ,1995-08-18,null,Active
STRM,Streamline Health Solutions Inc,NASDAQ,1996-04-18,null,Active
STRO,STROUDS INC,NASDAQ,2018-09-27,null,Active
STRS,Stratus Properties Inc,NASDAQ,1993-03-04,null,Active
STRT,Strattec Security Corp,NASDAQ,1995-02-24,null,Active
STSA,Satsuma Pharmaceuticals Inc,NASDAQ,2019-09-13,null,Active
STT,State Street Corp,NYSE,1986-07-09,null,Active
STT-P-C,State Street Corporation Dep Shs Representing 14000 Ownership Int In Sh Non Cum Perpertual Pfd Stk Ser C,NYSE,2014-09-22,null,Active
STT-P-C-CL,State Street Corporation Dep Shs,NYSE,2020-02-13,null,Active
STT-P-D,State Street Corporation Depositary Shares Series D,NYSE,2014-09-22,null,Active
STT-P-G,State Street Corporation Depositary shares each representing a 14000th ownership interest in a share of FixedtoFloating Rate NonCumulative,NYSE,2007-02-12,null,Active
STWD,Starwood Property Trust Inc,NYSE,2009-08-12,null,Active
STX,Seagate Technology Plc,NASDAQ,2002-12-11,null,Active
STXB,Spirit of Texas Bancshares Inc,NASDAQ,2018-05-04,null,Active
STXS,Stereotaxis Inc,NYSE MKT,2004-08-12,null,Active
STZ,Constellation Brands Inc,NYSE,1992-03-17,null,Active
STZ-B,Constellation Brands Inc,NYSE,2002-07-17,null,Active
SU,Suncor Energy Inc,NYSE,1993-12-01,null,Active
SUI,Sun Communities Inc,NYSE,1993-12-09,null,Active
SUM,Summit Materials Inc,NYSE,2015-03-12,null,Active
SUMR,Summer Infant Inc,NASDAQ,2007-03-07,null,Active
SUN,SUNOCO INC,NYSE,2012-09-20,null,Active
SUNS,Solar Senior Capital Ltd,NASDAQ,2011-02-25,null,Active
SUNW,Sunworks Inc,NASDAQ,2016-01-04,null,Active
SUP,Superior Industries International Inc,NYSE,1985-07-03,null,Active
SUPN,Supernus Pharmaceuticals Inc,NASDAQ,2012-05-01,null,Active
SUPV,Grupo Supervielle SA ADR Sponsored Repstg Cl B,NYSE,2016-05-19,null,Active
SURF,Surface Oncology Inc,NASDAQ,2018-04-19,null,Active
SUZ,Suzano Papel e Celulose SA American Depositary Shares each representing two,NYSE,2007-08-16,null,Active
SVA,Sinovac Biotech Ltd,NASDAQ,2003-11-03,null,Active
SVBI,Severn Bancorp Inc,NASDAQ,2001-01-02,null,Active
SVC,Service Properties Trust,NASDAQ,1995-08-17,null,Active
SVM,Silvercorp Metals Inc,NYSE,2005-05-02,null,Active
SVMK,SVMK Inc,NASDAQ,2018-09-26,null,Active
SVRA,Savara Inc,NASDAQ,2004-04-29,null,Active
SVT,Servotronics Inc,NYSE,1973-05-03,null,Active
SVVC,Firsthand Technology Value Fund Inc,NASDAQ,2011-04-28,null,Active
SWAV,ShockWave Medical Inc,NASDAQ,2019-03-07,null,Active
SWBI,Smith & Wesson Brands Inc,NASDAQ,1999-08-17,null,Active
SWBIV,Smith & Wesson Brands Inc,NASDAQ,2020-08-20,null,Active
SWCH,Switch Inc Class A,NYSE,2017-10-06,null,Active
SWI,SolarWinds Inc,NYSE,2018-10-19,null,Active
SWIR,Sierra Wireless Inc USA,NASDAQ,2000-05-05,null,Active
SWJ-CL,Stanley Black Decker Inc 575 Junior Subordinated Debenture due 2052,NYSE,2012-07-26,null,Active
SWK,Stanley Black Decker Inc,NYSE,1985-07-01,null,Active
SWKH,Swk Holdings Corp,NASDAQ,2009-06-01,null,Active
SWKS,Skyworks Solutions Inc,NASDAQ,1984-09-07,null,Active
SWM,SchweitzerMauduit International Inc,NYSE,1995-11-09,null,Active
SWN,Southwestern Energy Company,NYSE,1987-12-30,null,Active
SWP,Stanley Black Decker Inc Corporate Units,NYSE,2017-05-12,null,Active
SWT,Stanley Black & Decker Inc Unit,NYSE,2010-11-02,null,Active
SWTX,SpringWorks Therapeutics Inc,NASDAQ,2019-09-13,null,Active
SWX,Southwest Gas Corp,NYSE,1987-12-30,null,Active
SXC,SunCoke Energy Inc,NYSE,2011-07-21,null,Active
SXI,Standex International Corp,NYSE,1987-12-30,null,Active
SXT,Sensient Technologies Corp,NYSE,1988-01-05,null,Active
SXTC,China SXT Pharmaceuticals Inc,NASDAQ,2019-01-04,null,Active
SY,SYBASE INC,NASDAQ,2019-05-02,null,Active
SYBT,Stock Yards Bancorp Inc,NASDAQ,1993-03-26,null,Active
SYBX,Synlogic Inc,NASDAQ,2015-10-01,null,Active
SYF,Synchrony Financial,NYSE,2014-07-31,null,Active
SYK,Stryker Corp,NYSE,1988-02-01,null,Active
SYKE,Sykes Enterprises Inc,NASDAQ,1996-04-30,null,Active
SYN,Synthetic Biologics Inc,NYSE,2006-12-18,null,Active
SYNA,Synaptics Inc,NASDAQ,2002-01-29,null,Active
SYNC,Synacor Inc,NASDAQ,2012-02-13,null,Active
SYNH,Syneos Health Inc,NASDAQ,2014-11-07,null,Active
SYNL,Synalloy Corp,NASDAQ,1991-12-03,null,Active
SYPR,Sypris Solutions Inc,NASDAQ,1994-05-19,null,Active
SYRS,Syros Pharmaceuticals,NASDAQ,2016-06-30,null,Active
SYX,Systemax Inc,NYSE,1995-06-27,null,Active
SYY,Sysco Corp,NYSE,1973-05-08,null,Active
T,ATT Inc,NYSE,1984-07-19,null,Active
T-P-C,ATT Inc Depositary Shares Series C,NYSE,2020-02-13,null,Active
TA,TravelCenters of America LLC,NASDAQ,2007-02-01,null,Active
TAAG,Trend Aggregation Aggressive Growth,NYSE ARCA,2020-05-08,null,Active
TAC,TransAlta Corporation USA,NYSE,2001-07-31,null,Active
TACO,Del Taco Restaurants Inc,NASDAQ,2014-01-08,null,Active
TACT,Transact Technologies Inc,NASDAQ,1996-08-22,null,Active
TADS,Trend Aggregation Dividend Stock ETF,NYSE ARCA,2020-05-08,null,Active
TAEQ,Trend Aggregation U.S. ETF,BATS,2020-05-08,null,Active
TAIT,Taitron Components Inc Class A,NASDAQ,1995-04-19,null,Active
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares each representing 12 of a share of,NYSE,2008-10-27,null,Active
TAL,Tal Education Group,NYSE,2010-10-20,null,Active
TALO,Talos Energy Inc,NYSE,2018-05-10,null,Active
TANH,Tantech Holdings Ltd,NASDAQ,2015-03-24,null,Active
TANNI,TravelCenters of America LLC 825 Senior Notes due 2028,NASDAQ,2013-01-22,null,Active
TANNL,TravelCenters of America LLC 800 Senior Notes due 2029,NASDAQ,2014-12-19,null,Active
TANNZ,TravelCenters of America LLC 800 Senior Notes due 2030,NASDAQ,2015-10-09,null,Active
TAOP,Taoping Inc,NASDAQ,2006-09-12,null,Active
TAP,Molson Coors Brewing Company,NYSE,1984-09-07,null,Active
